date,term,kind,value
2026-06-01,polka dot,print,29
2026-07-01,polka dot,print,28
2015-01-01,gingham,print,3
2015-02-01,gingham,print,3
2015-03-01,gingham,print,4
2015-04-01,gingham,print,4
2015-05-01,gingham,print,4
2015-06-01,gingham,print,4
2015-07-01,gingham,print,3
2015-08-01,gingham,print,3
2015-09-01,gingham,print,3
2015-10-01,gingham,print,2
2015-11-01,gingham,print,2
2015-12-01,gingham,print,2
2016-01-01,gingham,print,3
2016-02-01,gingham,print,3
2016-03-01,gingham,print,3
2016-04-01,gingham,print,4
2016-05-01,gingham,print,4
2016-06-01,gingham,print,4
2016-07-01,gingham,print,3
2016-08-01,gingham,print,3
2016-09-01,gingham,print,3
2016-10-01,gingham,print,3
2016-11-01,gingham,print,3
2016-12-01,gingham,print,2
2017-01-01,gingham,print,3
2017-02-01,gingham,print,3
2017-03-01,gingham,print,5
2017-04-01,gingham,print,5
2017-05-01,gingham,print,6
2017-06-01,gingham,print,6
2017-07-01,gingham,print,6
2017-08-01,gingham,print,5
2017-09-01,gingham,print,4
2017-10-01,gingham,print,4
2017-11-01,gingham,print,4
2017-12-01,gingham,print,3
2018-01-01,gingham,print,4
2018-02-01,gingham,print,4
2018-03-01,gingham,print,5
2018-04-01,gingham,print,6
2018-05-01,gingham,print,6
2018-06-01,gingham,print,6
2018-07-01,gingham,print,6
2018-08-01,gingham,print,5
2018-09-01,gingham,print,4
2018-10-01,gingham,print,4
2018-11-01,gingham,print,4
2018-12-01,gingham,print,3
2019-01-01,gingham,print,3
2019-02-01,gingham,print,4
2019-03-01,gingham,print,4
2019-04-01,gingham,print,5
2019-05-01,gingham,print,5
2019-06-01,gingham,print,5
2019-07-01,gingham,print,5
2019-08-01,gingham,print,5
2019-09-01,gingham,print,4
2019-10-01,gingham,print,4
2019-11-01,gingham,print,4
2019-12-01,gingham,print,4
2020-01-01,gingham,print,4
2020-02-01,gingham,print,4
2020-03-01,gingham,print,3
2020-04-01,gingham,print,4
2020-05-01,gingham,print,5
2020-06-01,gingham,print,5
2020-07-01,gingham,print,5
2020-08-01,gingham,print,5
2020-09-01,gingham,print,4
2020-10-01,gingham,print,4
2020-11-01,gingham,print,4
2020-12-01,gingham,print,4
2021-01-01,gingham,print,4
2021-02-01,gingham,print,4
2021-03-01,gingham,print,5
2021-04-01,gingham,print,6
2021-05-01,gingham,print,6
2021-06-01,gingham,print,6
2021-07-01,gingham,print,6
2021-08-01,gingham,print,5
2021-09-01,gingham,print,5
2021-10-01,gingham,print,5
2021-11-01,gingham,print,5
2021-12-01,gingham,print,5
2022-01-01,gingham,print,5
2022-02-01,gingham,print,5
2022-03-01,gingham,print,5
2022-04-01,gingham,print,6
2022-05-01,gingham,print,6
2022-06-01,gingham,print,6
2022-07-01,gingham,print,6
2022-08-01,gingham,print,5
2022-09-01,gingham,print,5
2022-10-01,gingham,print,5
2022-11-01,gingham,print,4
2022-12-01,gingham,print,4
2023-01-01,gingham,print,5
2023-02-01,gingham,print,5
2023-03-01,gingham,print,5
2023-04-01,gingham,print,6
2023-05-01,gingham,print,6
2023-06-01,gingham,print,6
2023-07-01,gingham,print,7
2023-08-01,gingham,print,6
2023-09-01,gingham,print,6
2023-10-01,gingham,print,6
2023-11-01,gingham,print,5
2023-12-01,gingham,print,5
2024-01-01,gingham,print,6
2024-02-01,gingham,print,6
2024-03-01,gingham,print,8
2024-04-01,gingham,print,8
2024-05-01,gingham,print,9
2024-06-01,gingham,print,9
2024-07-01,gingham,print,9
2024-08-01,gingham,print,8
2024-09-01,gingham,print,7
2024-10-01,gingham,print,7
2024-11-01,gingham,print,7
2024-12-01,gingham,print,7
2025-01-01,gingham,print,8
2025-02-01,gingham,print,9
2025-03-01,gingham,print,11
2025-04-01,gingham,print,13
2025-05-01,gingham,print,14
2025-06-01,gingham,print,14
2025-07-01,gingham,print,14
2025-08-01,gingham,print,13
2025-09-01,gingham,print,12
2025-10-01,gingham,print,11
2025-11-01,gingham,print,11
2025-12-01,gingham,print,9
2026-01-01,gingham,print,10
2026-02-01,gingham,print,17
2026-03-01,gingham,print,15
2026-04-01,gingham,print,24
2026-05-01,gingham,print,21
2026-06-01,gingham,print,18
2026-07-01,gingham,print,15
2015-01-01,tie dye,print,11
2015-02-01,tie dye,print,12
2015-03-01,tie dye,print,13
2015-04-01,tie dye,print,16
2015-05-01,tie dye,print,18
2015-06-01,tie dye,print,18
2015-07-01,tie dye,print,20
2015-08-01,tie dye,print,17
2015-09-01,tie dye,print,15
2015-10-01,tie dye,print,13
2015-11-01,tie dye,print,10
2015-12-01,tie dye,print,10
2016-01-01,tie dye,print,10
2016-02-01,tie dye,print,12
2016-03-01,tie dye,print,13
2016-04-01,tie dye,print,15
2016-05-01,tie dye,print,17
2016-06-01,tie dye,print,19
2016-07-01,tie dye,print,19
2016-08-01,tie dye,print,15
2016-09-01,tie dye,print,15
2016-10-01,tie dye,print,13
2016-11-01,tie dye,print,10
2016-12-01,tie dye,print,9
2017-01-01,tie dye,print,10
2017-02-01,tie dye,print,11
2017-03-01,tie dye,print,12
2017-04-01,tie dye,print,15
2017-05-01,tie dye,print,17
2017-06-01,tie dye,print,19
2017-07-01,tie dye,print,18
2017-08-01,tie dye,print,16
2017-09-01,tie dye,print,13
2017-10-01,tie dye,print,12
2017-11-01,tie dye,print,9
2017-12-01,tie dye,print,9
2018-01-01,tie dye,print,9
2018-02-01,tie dye,print,9
2018-03-01,tie dye,print,11
2018-04-01,tie dye,print,12
2018-05-01,tie dye,print,14
2018-06-01,tie dye,print,16
2018-07-01,tie dye,print,17
2018-08-01,tie dye,print,14
2018-09-01,tie dye,print,12
2018-10-01,tie dye,print,10
2018-11-01,tie dye,print,8
2018-12-01,tie dye,print,7
2019-01-01,tie dye,print,8
2019-02-01,tie dye,print,9
2019-03-01,tie dye,print,12
2019-04-01,tie dye,print,15
2019-05-01,tie dye,print,17
2019-06-01,tie dye,print,21
2019-07-01,tie dye,print,30
2019-08-01,tie dye,print,22
2019-09-01,tie dye,print,17
2019-10-01,tie dye,print,15
2019-11-01,tie dye,print,12
2019-12-01,tie dye,print,13
2020-01-01,tie dye,print,13
2020-02-01,tie dye,print,16
2020-03-01,tie dye,print,21
2020-04-01,tie dye,print,50
2020-05-01,tie dye,print,65
2020-06-01,tie dye,print,74
2020-07-01,tie dye,print,74
2020-08-01,tie dye,print,63
2020-09-01,tie dye,print,49
2020-10-01,tie dye,print,41
2020-11-01,tie dye,print,33
2020-12-01,tie dye,print,31
2021-01-01,tie dye,print,27
2021-02-01,tie dye,print,26
2021-03-01,tie dye,print,27
2021-04-01,tie dye,print,30
2021-05-01,tie dye,print,31
2021-06-01,tie dye,print,35
2021-07-01,tie dye,print,34
2021-08-01,tie dye,print,30
2021-09-01,tie dye,print,23
2021-10-01,tie dye,print,23
2021-11-01,tie dye,print,19
2021-12-01,tie dye,print,18
2022-01-01,tie dye,print,16
2022-02-01,tie dye,print,17
2022-03-01,tie dye,print,18
2022-04-01,tie dye,print,19
2022-05-01,tie dye,print,21
2022-06-01,tie dye,print,23
2022-07-01,tie dye,print,24
2022-08-01,tie dye,print,20
2022-09-01,tie dye,print,16
2022-10-01,tie dye,print,14
2022-11-01,tie dye,print,12
2022-12-01,tie dye,print,12
2023-01-01,tie dye,print,12
2023-02-01,tie dye,print,13
2023-03-01,tie dye,print,14
2023-04-01,tie dye,print,15
2023-05-01,tie dye,print,17
2023-06-01,tie dye,print,19
2023-07-01,tie dye,print,17
2023-08-01,tie dye,print,15
2023-09-01,tie dye,print,12
2023-10-01,tie dye,print,11
2023-11-01,tie dye,print,10
2023-12-01,tie dye,print,9
2024-01-01,tie dye,print,9
2024-02-01,tie dye,print,9
2024-03-01,tie dye,print,10
2024-04-01,tie dye,print,10
2024-05-01,tie dye,print,13
2024-06-01,tie dye,print,14
2024-07-01,tie dye,print,13
2024-08-01,tie dye,print,11
2024-09-01,tie dye,print,10
2024-10-01,tie dye,print,9
2024-11-01,tie dye,print,7
2024-12-01,tie dye,print,7
2025-01-01,tie dye,print,7
2025-02-01,tie dye,print,7
2025-03-01,tie dye,print,8
2025-04-01,tie dye,print,9
2025-05-01,tie dye,print,11
2025-06-01,tie dye,print,13
2025-07-01,tie dye,print,13
2025-08-01,tie dye,print,11
2025-09-01,tie dye,print,9
2025-10-01,tie dye,print,8
2025-11-01,tie dye,print,7
2025-12-01,tie dye,print,6
2026-01-01,tie dye,print,6
2026-02-01,tie dye,print,37
2026-03-01,tie dye,print,9
2026-04-01,tie dye,print,18
2026-05-01,tie dye,print,17
2026-06-01,tie dye,print,14
2026-07-01,tie dye,print,12
2015-01-01,wide leg pants,silhouette,0
2015-02-01,wide leg pants,silhouette,0
2015-03-01,wide leg pants,silhouette,1
2015-04-01,wide leg pants,silhouette,1
2015-05-01,wide leg pants,silhouette,1
2015-06-01,wide leg pants,silhouette,1
2015-07-01,wide leg pants,silhouette,1
2015-08-01,wide leg pants,silhouette,1
2015-09-01,wide leg pants,silhouette,1
2015-10-01,wide leg pants,silhouette,0
2015-11-01,wide leg pants,silhouette,0
2015-12-01,wide leg pants,silhouette,0
2016-01-01,wide leg pants,silhouette,1
2016-02-01,wide leg pants,silhouette,1
2016-03-01,wide leg pants,silhouette,1
2016-04-01,wide leg pants,silhouette,1
2016-05-01,wide leg pants,silhouette,1
2016-06-01,wide leg pants,silhouette,1
2016-07-01,wide leg pants,silhouette,1
2016-08-01,wide leg pants,silhouette,1
2016-09-01,wide leg pants,silhouette,1
2016-10-01,wide leg pants,silhouette,1
2016-11-01,wide leg pants,silhouette,1
2016-12-01,wide leg pants,silhouette,1
2017-01-01,wide leg pants,silhouette,1
2017-02-01,wide leg pants,silhouette,1
2017-03-01,wide leg pants,silhouette,1
2017-04-01,wide leg pants,silhouette,1
2017-05-01,wide leg pants,silhouette,1
2017-06-01,wide leg pants,silhouette,1
2017-07-01,wide leg pants,silhouette,1
2017-08-01,wide leg pants,silhouette,1
2017-09-01,wide leg pants,silhouette,1
2017-10-01,wide leg pants,silhouette,1
2017-11-01,wide leg pants,silhouette,1
2017-12-01,wide leg pants,silhouette,1
2018-01-01,wide leg pants,silhouette,1
2018-02-01,wide leg pants,silhouette,1
2018-03-01,wide leg pants,silhouette,1
2018-04-01,wide leg pants,silhouette,1
2018-05-01,wide leg pants,silhouette,2
2018-06-01,wide leg pants,silhouette,1
2018-07-01,wide leg pants,silhouette,1
2018-08-01,wide leg pants,silhouette,1
2018-09-01,wide leg pants,silhouette,1
2018-10-01,wide leg pants,silhouette,1
2018-11-01,wide leg pants,silhouette,1
2018-12-01,wide leg pants,silhouette,1
2019-01-01,wide leg pants,silhouette,1
2019-02-01,wide leg pants,silhouette,1
2019-03-01,wide leg pants,silhouette,2
2019-04-01,wide leg pants,silhouette,1
2019-05-01,wide leg pants,silhouette,2
2019-06-01,wide leg pants,silhouette,2
2019-07-01,wide leg pants,silhouette,1
2019-08-01,wide leg pants,silhouette,1
2019-09-01,wide leg pants,silhouette,1
2019-10-01,wide leg pants,silhouette,1
2019-11-01,wide leg pants,silhouette,1
2019-12-01,wide leg pants,silhouette,1
2020-01-01,wide leg pants,silhouette,1
2020-02-01,wide leg pants,silhouette,1
2020-03-01,wide leg pants,silhouette,1
2020-04-01,wide leg pants,silhouette,1
2020-05-01,wide leg pants,silhouette,1
2020-06-01,wide leg pants,silhouette,1
2020-07-01,wide leg pants,silhouette,1
2020-08-01,wide leg pants,silhouette,1
2020-09-01,wide leg pants,silhouette,1
2020-10-01,wide leg pants,silhouette,1
2020-11-01,wide leg pants,silhouette,1
2020-12-01,wide leg pants,silhouette,1
2021-01-01,wide leg pants,silhouette,1
2021-02-01,wide leg pants,silhouette,2
2021-03-01,wide leg pants,silhouette,2
2021-04-01,wide leg pants,silhouette,2
2021-05-01,wide leg pants,silhouette,2
2021-06-01,wide leg pants,silhouette,2
2021-07-01,wide leg pants,silhouette,2
2021-08-01,wide leg pants,silhouette,2
2021-09-01,wide leg pants,silhouette,2
2021-10-01,wide leg pants,silhouette,2
2021-11-01,wide leg pants,silhouette,2
2021-12-01,wide leg pants,silhouette,2
2022-01-01,wide leg pants,silhouette,2
2022-02-01,wide leg pants,silhouette,2
2022-03-01,wide leg pants,silhouette,3
2022-04-01,wide leg pants,silhouette,3
2022-05-01,wide leg pants,silhouette,3
2022-06-01,wide leg pants,silhouette,3
2022-07-01,wide leg pants,silhouette,3
2022-08-01,wide leg pants,silhouette,3
2022-09-01,wide leg pants,silhouette,3
2022-10-01,wide leg pants,silhouette,3
2022-11-01,wide leg pants,silhouette,3
2022-12-01,wide leg pants,silhouette,3
2023-01-01,wide leg pants,silhouette,3
2023-02-01,wide leg pants,silhouette,3
2023-03-01,wide leg pants,silhouette,4
2023-04-01,wide leg pants,silhouette,4
2023-05-01,wide leg pants,silhouette,3
2023-06-01,wide leg pants,silhouette,3
2023-07-01,wide leg pants,silhouette,3
2023-08-01,wide leg pants,silhouette,3
2023-09-01,wide leg pants,silhouette,4
2023-10-01,wide leg pants,silhouette,3
2023-11-01,wide leg pants,silhouette,4
2023-12-01,wide leg pants,silhouette,4
2024-01-01,wide leg pants,silhouette,3
2024-02-01,wide leg pants,silhouette,3
2024-03-01,wide leg pants,silhouette,4
2024-04-01,wide leg pants,silhouette,4
2024-05-01,wide leg pants,silhouette,4
2024-06-01,wide leg pants,silhouette,4
2024-07-01,wide leg pants,silhouette,4
2024-08-01,wide leg pants,silhouette,4
2024-09-01,wide leg pants,silhouette,4
2024-10-01,wide leg pants,silhouette,4
2024-11-01,wide leg pants,silhouette,4
2024-12-01,wide leg pants,silhouette,4
2025-01-01,wide leg pants,silhouette,4
2025-02-01,wide leg pants,silhouette,4
2025-03-01,wide leg pants,silhouette,4
2025-04-01,wide leg pants,silhouette,4
2025-05-01,wide leg pants,silhouette,5
2025-06-01,wide leg pants,silhouette,4
2025-07-01,wide leg pants,silhouette,5
2025-08-01,wide leg pants,silhouette,6
2025-09-01,wide leg pants,silhouette,6
2025-10-01,wide leg pants,silhouette,6
2025-11-01,wide leg pants,silhouette,7
2025-12-01,wide leg pants,silhouette,6
2026-01-01,wide leg pants,silhouette,6
2026-02-01,wide leg pants,silhouette,17
2026-03-01,wide leg pants,silhouette,12
2026-04-01,wide leg pants,silhouette,27
2026-05-01,wide leg pants,silhouette,22
2026-06-01,wide leg pants,silhouette,11
2026-07-01,wide leg pants,silhouette,6
2015-01-01,oversized blazer,silhouette,0
2015-02-01,oversized blazer,silhouette,0
2015-03-01,oversized blazer,silhouette,0
2015-04-01,oversized blazer,silhouette,0
2015-05-01,oversized blazer,silhouette,0
2015-06-01,oversized blazer,silhouette,0
2015-07-01,oversized blazer,silhouette,0
2015-08-01,oversized blazer,silhouette,0
2015-09-01,oversized blazer,silhouette,0
2015-10-01,oversized blazer,silhouette,0
2015-11-01,oversized blazer,silhouette,0
2015-12-01,oversized blazer,silhouette,0
2016-01-01,oversized blazer,silhouette,0
2016-02-01,oversized blazer,silhouette,0
2016-03-01,oversized blazer,silhouette,0
2016-04-01,oversized blazer,silhouette,0
2016-05-01,oversized blazer,silhouette,0
2016-06-01,oversized blazer,silhouette,0
2016-07-01,oversized blazer,silhouette,0
2016-08-01,oversized blazer,silhouette,0
2016-09-01,oversized blazer,silhouette,0
2016-10-01,oversized blazer,silhouette,0
2016-11-01,oversized blazer,silhouette,0
2016-12-01,oversized blazer,silhouette,0
2017-01-01,oversized blazer,silhouette,0
2017-02-01,oversized blazer,silhouette,0
2017-03-01,oversized blazer,silhouette,0
2017-04-01,oversized blazer,silhouette,0
2017-05-01,oversized blazer,silhouette,0
2017-06-01,oversized blazer,silhouette,0
2017-07-01,oversized blazer,silhouette,0
2017-08-01,oversized blazer,silhouette,0
2017-09-01,oversized blazer,silhouette,0
2017-10-01,oversized blazer,silhouette,0
2017-11-01,oversized blazer,silhouette,0
2017-12-01,oversized blazer,silhouette,0
2018-01-01,oversized blazer,silhouette,0
2018-02-01,oversized blazer,silhouette,0
2018-03-01,oversized blazer,silhouette,0
2018-04-01,oversized blazer,silhouette,0
2018-05-01,oversized blazer,silhouette,0
2018-06-01,oversized blazer,silhouette,0
2018-07-01,oversized blazer,silhouette,0
2018-08-01,oversized blazer,silhouette,0
2018-09-01,oversized blazer,silhouette,0
2018-10-01,oversized blazer,silhouette,0
2018-11-01,oversized blazer,silhouette,0
2018-12-01,oversized blazer,silhouette,0
2019-01-01,oversized blazer,silhouette,0
2019-02-01,oversized blazer,silhouette,0
2019-03-01,oversized blazer,silhouette,0
2019-04-01,oversized blazer,silhouette,0
2019-05-01,oversized blazer,silhouette,0
2019-06-01,oversized blazer,silhouette,0
2019-07-01,oversized blazer,silhouette,0
2019-08-01,oversized blazer,silhouette,0
2019-09-01,oversized blazer,silhouette,0
2019-10-01,oversized blazer,silhouette,0
2019-11-01,oversized blazer,silhouette,0
2019-12-01,oversized blazer,silhouette,0
2020-01-01,oversized blazer,silhouette,0
2020-02-01,oversized blazer,silhouette,0
2020-03-01,oversized blazer,silhouette,0
2020-04-01,oversized blazer,silhouette,0
2020-05-01,oversized blazer,silhouette,0
2020-06-01,oversized blazer,silhouette,0
2020-07-01,oversized blazer,silhouette,0
2020-08-01,oversized blazer,silhouette,0
2020-09-01,oversized blazer,silhouette,0
2020-10-01,oversized blazer,silhouette,0
2020-11-01,oversized blazer,silhouette,0
2020-12-01,oversized blazer,silhouette,0
2021-01-01,oversized blazer,silhouette,0
2021-02-01,oversized blazer,silhouette,0
2021-03-01,oversized blazer,silhouette,0
2021-04-01,oversized blazer,silhouette,0
2021-05-01,oversized blazer,silhouette,1
2021-06-01,oversized blazer,silhouette,0
2021-07-01,oversized blazer,silhouette,0
2021-08-01,oversized blazer,silhouette,1
2021-09-01,oversized blazer,silhouette,1
2021-10-01,oversized blazer,silhouette,1
2021-11-01,oversized blazer,silhouette,1
2021-12-01,oversized blazer,silhouette,1
2022-01-01,oversized blazer,silhouette,1
2022-02-01,oversized blazer,silhouette,1
2022-03-01,oversized blazer,silhouette,1
2022-04-01,oversized blazer,silhouette,1
2022-05-01,oversized blazer,silhouette,1
2022-06-01,oversized blazer,silhouette,1
2022-07-01,oversized blazer,silhouette,0
2022-08-01,oversized blazer,silhouette,0
2022-09-01,oversized blazer,silhouette,1
2022-10-01,oversized blazer,silhouette,1
2022-11-01,oversized blazer,silhouette,1
2022-12-01,oversized blazer,silhouette,1
2023-01-01,oversized blazer,silhouette,1
2023-02-01,oversized blazer,silhouette,1
2023-03-01,oversized blazer,silhouette,1
2023-04-01,oversized blazer,silhouette,1
2023-05-01,oversized blazer,silhouette,1
2023-06-01,oversized blazer,silhouette,0
2023-07-01,oversized blazer,silhouette,0
2023-08-01,oversized blazer,silhouette,0
2023-09-01,oversized blazer,silhouette,1
2023-10-01,oversized blazer,silhouette,1
2023-11-01,oversized blazer,silhouette,1
2023-12-01,oversized blazer,silhouette,1
2024-01-01,oversized blazer,silhouette,1
2024-02-01,oversized blazer,silhouette,1
2024-03-01,oversized blazer,silhouette,1
2024-04-01,oversized blazer,silhouette,1
2024-05-01,oversized blazer,silhouette,1
2024-06-01,oversized blazer,silhouette,0
2024-07-01,oversized blazer,silhouette,0
2024-08-01,oversized blazer,silhouette,1
2024-09-01,oversized blazer,silhouette,1
2024-10-01,oversized blazer,silhouette,1
2024-11-01,oversized blazer,silhouette,1
2024-12-01,oversized blazer,silhouette,1
2025-01-01,oversized blazer,silhouette,1
2025-02-01,oversized blazer,silhouette,1
2025-03-01,oversized blazer,silhouette,1
2025-04-01,oversized blazer,silhouette,1
2025-05-01,oversized blazer,silhouette,1
2025-06-01,oversized blazer,silhouette,0
2025-07-01,oversized blazer,silhouette,0
2025-08-01,oversized blazer,silhouette,1
2025-09-01,oversized blazer,silhouette,1
2025-10-01,oversized blazer,silhouette,1
2025-11-01,oversized blazer,silhouette,1
2025-12-01,oversized blazer,silhouette,1
2026-01-01,oversized blazer,silhouette,1
2026-02-01,oversized blazer,silhouette,1
2026-03-01,oversized blazer,silhouette,3
2026-04-01,oversized blazer,silhouette,8
2026-05-01,oversized blazer,silhouette,7
2026-06-01,oversized blazer,silhouette,1
2026-07-01,oversized blazer,silhouette,0
2015-01-01,maxi dress,silhouette,8
2015-02-01,maxi dress,silhouette,9
2015-03-01,maxi dress,silhouette,12
2015-04-01,maxi dress,silhouette,14
2015-05-01,maxi dress,silhouette,15
2015-06-01,maxi dress,silhouette,15
2015-07-01,maxi dress,silhouette,13
2015-08-01,maxi dress,silhouette,11
2015-09-01,maxi dress,silhouette,8
2015-10-01,maxi dress,silhouette,8
2015-11-01,maxi dress,silhouette,7
2015-12-01,maxi dress,silhouette,6
2016-01-01,maxi dress,silhouette,9
2016-02-01,maxi dress,silhouette,11
2016-03-01,maxi dress,silhouette,13
2016-04-01,maxi dress,silhouette,14
2016-05-01,maxi dress,silhouette,16
2016-06-01,maxi dress,silhouette,15
2016-07-01,maxi dress,silhouette,14
2016-08-01,maxi dress,silhouette,12
2016-09-01,maxi dress,silhouette,10
2016-10-01,maxi dress,silhouette,9
2016-11-01,maxi dress,silhouette,8
2016-12-01,maxi dress,silhouette,7
2017-01-01,maxi dress,silhouette,10
2017-02-01,maxi dress,silhouette,11
2017-03-01,maxi dress,silhouette,14
2017-04-01,maxi dress,silhouette,15
2017-05-01,maxi dress,silhouette,18
2017-06-01,maxi dress,silhouette,17
2017-07-01,maxi dress,silhouette,15
2017-08-01,maxi dress,silhouette,12
2017-09-01,maxi dress,silhouette,10
2017-10-01,maxi dress,silhouette,10
2017-11-01,maxi dress,silhouette,10
2017-12-01,maxi dress,silhouette,8
2018-01-01,maxi dress,silhouette,10
2018-02-01,maxi dress,silhouette,11
2018-03-01,maxi dress,silhouette,13
2018-04-01,maxi dress,silhouette,15
2018-05-01,maxi dress,silhouette,18
2018-06-01,maxi dress,silhouette,17
2018-07-01,maxi dress,silhouette,16
2018-08-01,maxi dress,silhouette,12
2018-09-01,maxi dress,silhouette,9
2018-10-01,maxi dress,silhouette,8
2018-11-01,maxi dress,silhouette,8
2018-12-01,maxi dress,silhouette,8
2019-01-01,maxi dress,silhouette,9
2019-02-01,maxi dress,silhouette,10
2019-03-01,maxi dress,silhouette,13
2019-04-01,maxi dress,silhouette,14
2019-05-01,maxi dress,silhouette,14
2019-06-01,maxi dress,silhouette,15
2019-07-01,maxi dress,silhouette,15
2019-08-01,maxi dress,silhouette,12
2019-09-01,maxi dress,silhouette,10
2019-10-01,maxi dress,silhouette,9
2019-11-01,maxi dress,silhouette,9
2019-12-01,maxi dress,silhouette,8
2020-01-01,maxi dress,silhouette,9
2020-02-01,maxi dress,silhouette,10
2020-03-01,maxi dress,silhouette,7
2020-04-01,maxi dress,silhouette,6
2020-05-01,maxi dress,silhouette,12
2020-06-01,maxi dress,silhouette,11
2020-07-01,maxi dress,silhouette,11
2020-08-01,maxi dress,silhouette,10
2020-09-01,maxi dress,silhouette,8
2020-10-01,maxi dress,silhouette,7
2020-11-01,maxi dress,silhouette,6
2020-12-01,maxi dress,silhouette,6
2021-01-01,maxi dress,silhouette,7
2021-02-01,maxi dress,silhouette,8
2021-03-01,maxi dress,silhouette,10
2021-04-01,maxi dress,silhouette,12
2021-05-01,maxi dress,silhouette,13
2021-06-01,maxi dress,silhouette,15
2021-07-01,maxi dress,silhouette,14
2021-08-01,maxi dress,silhouette,11
2021-09-01,maxi dress,silhouette,10
2021-10-01,maxi dress,silhouette,10
2021-11-01,maxi dress,silhouette,10
2021-12-01,maxi dress,silhouette,8
2022-01-01,maxi dress,silhouette,10
2022-02-01,maxi dress,silhouette,11
2022-03-01,maxi dress,silhouette,14
2022-04-01,maxi dress,silhouette,15
2022-05-01,maxi dress,silhouette,17
2022-06-01,maxi dress,silhouette,16
2022-07-01,maxi dress,silhouette,15
2022-08-01,maxi dress,silhouette,13
2022-09-01,maxi dress,silhouette,10
2022-10-01,maxi dress,silhouette,9
2022-11-01,maxi dress,silhouette,9
2022-12-01,maxi dress,silhouette,8
2023-01-01,maxi dress,silhouette,10
2023-02-01,maxi dress,silhouette,12
2023-03-01,maxi dress,silhouette,13
2023-04-01,maxi dress,silhouette,16
2023-05-01,maxi dress,silhouette,17
2023-06-01,maxi dress,silhouette,17
2023-07-01,maxi dress,silhouette,16
2023-08-01,maxi dress,silhouette,13
2023-09-01,maxi dress,silhouette,12
2023-10-01,maxi dress,silhouette,11
2023-11-01,maxi dress,silhouette,12
2023-12-01,maxi dress,silhouette,11
2024-01-01,maxi dress,silhouette,13
2024-02-01,maxi dress,silhouette,15
2024-03-01,maxi dress,silhouette,18
2024-04-01,maxi dress,silhouette,21
2024-05-01,maxi dress,silhouette,21
2024-06-01,maxi dress,silhouette,22
2024-07-01,maxi dress,silhouette,19
2024-08-01,maxi dress,silhouette,18
2024-09-01,maxi dress,silhouette,16
2024-10-01,maxi dress,silhouette,14
2024-11-01,maxi dress,silhouette,14
2024-12-01,maxi dress,silhouette,13
2025-01-01,maxi dress,silhouette,17
2025-02-01,maxi dress,silhouette,18
2025-03-01,maxi dress,silhouette,23
2025-04-01,maxi dress,silhouette,25
2025-05-01,maxi dress,silhouette,26
2025-06-01,maxi dress,silhouette,24
2025-07-01,maxi dress,silhouette,23
2025-08-01,maxi dress,silhouette,25
2025-09-01,maxi dress,silhouette,24
2025-10-01,maxi dress,silhouette,20
2025-11-01,maxi dress,silhouette,19
2025-12-01,maxi dress,silhouette,16
2026-01-01,maxi dress,silhouette,20
2026-02-01,maxi dress,silhouette,52
2026-03-01,maxi dress,silhouette,45
2026-04-01,maxi dress,silhouette,100
2026-05-01,maxi dress,silhouette,87
2026-06-01,maxi dress,silhouette,55
2026-07-01,maxi dress,silhouette,31
2015-01-01,baggy jeans,silhouette,1
2015-02-01,baggy jeans,silhouette,1
2015-03-01,baggy jeans,silhouette,1
2015-04-01,baggy jeans,silhouette,1
2015-05-01,baggy jeans,silhouette,1
2015-06-01,baggy jeans,silhouette,0
2015-07-01,baggy jeans,silhouette,0
2015-08-01,baggy jeans,silhouette,0
2015-09-01,baggy jeans,silhouette,1
2015-10-01,baggy jeans,silhouette,1
2015-11-01,baggy jeans,silhouette,1
2015-12-01,baggy jeans,silhouette,0
2016-01-01,baggy jeans,silhouette,1
2016-02-01,baggy jeans,silhouette,1
2016-03-01,baggy jeans,silhouette,1
2016-04-01,baggy jeans,silhouette,1
2016-05-01,baggy jeans,silhouette,1
2016-06-01,baggy jeans,silhouette,0
2016-07-01,baggy jeans,silhouette,0
2016-08-01,baggy jeans,silhouette,0
2016-09-01,baggy jeans,silhouette,1
2016-10-01,baggy jeans,silhouette,1
2016-11-01,baggy jeans,silhouette,1
2016-12-01,baggy jeans,silhouette,1
2017-01-01,baggy jeans,silhouette,1
2017-02-01,baggy jeans,silhouette,1
2017-03-01,baggy jeans,silhouette,1
2017-04-01,baggy jeans,silhouette,1
2017-05-01,baggy jeans,silhouette,0
2017-06-01,baggy jeans,silhouette,0
2017-07-01,baggy jeans,silhouette,0
2017-08-01,baggy jeans,silhouette,1
2017-09-01,baggy jeans,silhouette,1
2017-10-01,baggy jeans,silhouette,1
2017-11-01,baggy jeans,silhouette,1
2017-12-01,baggy jeans,silhouette,0
2018-01-01,baggy jeans,silhouette,1
2018-02-01,baggy jeans,silhouette,1
2018-03-01,baggy jeans,silhouette,1
2018-04-01,baggy jeans,silhouette,1
2018-05-01,baggy jeans,silhouette,1
2018-06-01,baggy jeans,silhouette,0
2018-07-01,baggy jeans,silhouette,0
2018-08-01,baggy jeans,silhouette,1
2018-09-01,baggy jeans,silhouette,1
2018-10-01,baggy jeans,silhouette,1
2018-11-01,baggy jeans,silhouette,1
2018-12-01,baggy jeans,silhouette,1
2019-01-01,baggy jeans,silhouette,1
